Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Optionable,Shares Outstanding (mil),Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.,Beta,Current Assets  ($mil),Intangibles ($mil),Inventory ($mil),Receivables ($mil),Current Liabilities ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,S&P 500 - ETF,Avg Volume,52 Week High,52 Week Low,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),12 Mo Trailing EPS,Last Qtr EPS,Last EPS Report Date (yyyymmdd),Next EPS Report Date  (yyyymmdd),Last Reported Qtr (yyyymm),Actual EPS used in Surprise ($/sh),Avg EPS Surprise (Last 4 Qtrs),Previous EPS Surprise (%),Last EPS Surprise (%),Average Target Price,% Rating Downgrades ,% Rating Upgrades ,% Rating Hold,# Rating Downgrades ,# Rating Upgrades,Change in Avg Rec ,Rank in Industry (of ABR),Industry Rank (of ABR),% Rating Change - 4 Weeks,% Rating Strong Sell or Sell,# Rating Strong Sell or Sell,# Rating Hold,% Rating Strong Buy or Buy,# Rating Strong Buy or Buy,# of Brokers in Rating,Current Avg Broker Rec,P/E (F1),% Change F1 Est. (4 weeks),Div. Yield %,Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),% Change F2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,# of Analysts in Q2 Consensus,F0 Consensus Est.,St. Dev. Q2 / Q2 Consensus,# of Analysts in F0 Consensus,# of Analysts in F1 Consensus,St. Dev. F1 / F1 Consensus,# of Analysts in F2 Consensus,5 Yr. Hist. EPS Growth,Long-Term Growth Consensus Est.,% Change EPS (F(-1)/F(-2)),Last Yr`s Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),% Ratio of Q1/Q0,% Ratio of Q1/prior Yr Q1 Actual Q(-3),Sales Growth F(0)/F(-1),5 Yr Historical Sales Growth,F(1) Consensus Sales Est. ($mil),Q(1) Consensus Sales Est. ($mil),P/E (Trailing 12 Months),P/E (F2),PEG Ratio,Price/Cash Flow,Price/Book,Price/Sales,Current ROE (TTM),Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),ROA (5 Yr Avg),Market Value/# Analysts,Annual Sales ($mil),Cost of Goods Sold ($mil),EBITDA ($mil),EBIT ($mil),Pretax Income ($mil),Net Income  ($mil),Cash Flow ($mil),Net Income Growth F(0)/F(-1),12 Mo. Net Income Current/Last %,12 Mo. Net Income Current-1Q/Last-1Q %,5 Yr Div. Yield %,5 Yr Hist. Div. Growth %,Dividend ,Net Margin %,Operating Margin 12 Mo %,Turnover,Inventory Turnover,Asset Utilization
Arrow Electronics,ARW,5379.13,NYSE,12,Computer and Technology,Electronics - Parts Distribution,YES,51.87,103.71,10.56,202412,10.2,14.11,1.26,18401.41015,2152.00097,4709.70605,13030.99023,12636.16015,2773.78295,0,5831.52783,110.89,32.233,0.47565,1.46,1.08,0.05228,NO,604319,137.14,101.93,-2.1,-4.21,-6.89,-8.32,10.54,2.97,20250206,20250501,202412,2.97,12.54,6.73,10.41,112.5,0,0,50,0,0,0.05,3,239,-1.56,25,1,2,25,1,4,3.25,10.17,-3.5,0,5.06,-3.78,-1.68,-11.2,-7.53,0,0.82,2.69,4,1.47,4,2.21,0.05,3,10.26,0.08,4,4,0.0099,4,17.11,20.14,-56.61,-38.32,-3.41,49.41,60.89,-15.66,1.52,27133.08593,6313.41015,9.84,7.35,0.5,7.12,0.94,0.19,9.69,6.74,12.053,2.73,5.0886,1344.78161,27923.32,24630.91992,956.77801,759.15301,489.319,392.074,765.48199,-56.60523,-56.61,-53.94777,0,,0,1.4,2.03,2.3914,5.2711,1.34469
"Amer Sports, Inc.",AS,14704.58,NYSE,12,Consumer Discretionary,Leisure and Recreation Products,YES,553.84,26.55,0.47,202412,0.69,0.91,,2399.30004,4717.7998,1223.30004,607.09997,1554.40002,1229.80004,0,5008.3999,9.17,19.714,0.24554,1.54,0.76,0.36599,NO,3693008,33.78,10.47,-8.98,-7.04,-7.97,-5.04,0.44,0.17,20250225,20250520,202412,0.17,134.72,55.56,0,34.12,0,0,21.43,0,0,0,3,144,0,0,0,3,78.57,11,14,1.43,38.53,1.77,0,68.98,1.5,0,0.02,0,-44.01,0.22,0.17,5,0.15,5,0.02,0,3,0.46,0.34,4,5,0.01922,5,,33.25,134.8,234.29,46.62,88.16,187.34,18.65,,5937.8789,1377.76403,60.34,29.09,1.16,28.44,2.9,2.85,5.26,3.55,,2.69,,2940.91674,5183.3,2311.5,654,380.20001,161.19999,72.59999,510.1,134.80345,134.8,,,,0,1.41,4.37,9.1738,1.88559,0.61528
Asana,ASAN,3468.16,NYSE,1,Computer and Technology,Internet - Software,YES,233.07,14.88,-0.13,202501,0.2,0.37,1.13,600.74102,0,0,87.567,415.81698,39.291,0,227.52299,0.98,14.72599,0.17269,1.44,1.44,1.23413,NO,4269729,27.52,11.17,6.29,-22.54,-25.04,-26.59,-0.13,0,20250310,20250529,202501,-0.22,58.48,71.43,100,15.62,0,0,68.75,0,0,0,152,116,-4.55,12.5,2,11,18.75,3,16,2.88,75.34,5166.67,0,22.69,-24.62,0,214.29,606.67,0,220.5,-0.01,7,0.02,7,0.04,0,5,-0.14,0.12,8,8,0.0358,7,,48.12,0.58,35,251.92,,-33.33,10.94,32.93,789.71502,186.307,,40.37,1.57,,15.24,4.79,-90.59,-78.72,-103.766,-26.49,-40.684,433.5195,723.88,77.193,-203.51601,-247.088,-250.771,-255.536,13.984,0.58125,0.58,11.74592,0,,0,-35.3,-4.09,9.0683,,0.78487
Associated BancCorp,ASB,3707,NYSE,12,Finance,Banks - Midwest,YES,165.64,22.38,2.38,202412,2.45,2.69,0.9,31271.74023,1224.33496,679.32098,29572.81054,35687.28906,2691.44189,194.11199,4411.45019,29.17,36.88399,0.6101,0.88,0.86,0.02857,NO,1777678,28.14,19.9,-1.71,-9.43,-5.17,-6.36,2.17,0.57,20250123,20250424,202412,0.56999,4.89,9.8,3.64,27.56,0,0,88.89,0,0,0,23,178,0,0,0,8,11.11,1,9,2.89,9.13,0,4.11,30.1,-1.79,0,1.35,-0.55,57.1,0.15,0.55,4,0.56,4,0.6,0.03,3,2.15,0.02,4,5,0.02184,5,11.48,10.4,-31.62,4.85,3.03,98.68,108.17,7.92,14.64,1458.94995,350.707,10.31,8.31,0.88,6.77,0.77,1.55,8.24,4.91,4.50769,0.82,0.85947,741.40014,2391.89,901.80401,440.819,308.11099,134.45899,123.14499,499.85299,-32.69147,-31.62,-48.91229,4.18,5.5672,0.92,5.15,25.85,0.081,4.03229,0.05695
Associated British Foods,ASBFY,18230.5,OTC,9,Consumer Staples,Food - Miscellaneous,NO,727.47,25.06,2.56,202409,2.28,2.54,1.3,8268.66406,2404.50708,3731.04394,2281.49194,4651.75781,4124.18701,0,14302.75976,19.3,22.381,0.28834,1.78,0.98,0.485,NO,12711,34.9,22.88,-0.16,5.74,-1.38,-1.8,,,20241105,,,,,,,,0,0,62.5,0,0,0,38,135,0,12.5,1,5,25,2,8,2.88,11.02,0,6.36,18.14,3.45,,,,,0,,,,,,,,2.45,,2,2,0.01554,2,,,,42.22,-11.13,,,4.41,,25003.73046,,,9.87,,5.94,1.3,,,,,,,9115.24902,26109.35,19265.23046,3805.86791,2602.34594,2431.13891,1845.23095,3127.2871,44.04747,,,1.96,16.427,1.59,,,,5.0121,
ASICS Corporation Unsponsored ADR,ASCCY,15249.31,OTC,12,Consumer Discretionary,Leisure and Recreation Products,NO,734.48,20.762,0.57,202412,,,2.27,2436.34399,302.98001,908.13397,469.81399,1285.27697,507.091,0,1550.604,2.04,24.64399,0.32702,1.9,1.19,0.82347,NO,130567,24.4,10.6,-3.8,-6.65,6.39,5.44,0.58,0.01,20250214,20250509,202412,0.00999,,,,,,,,,,,,,,,,,,,,,,,0.83,73.64,12.96,,,,,,,,,,,,,,,,,,,85.74,,64.36,66.42,,,,10.3,7.71,,,35.95,,,28.26,10.17,3.4,27.25,20.14,10.88599,12.59,6.92829,,4487.77,1977.677,791.42498,651.22802,615.40997,421.11999,557.95697,67.4034,64.36,48.31595,,,0.17,9.46,9.36,8.1272,2.3812,1.34549
Aisin Seiki,ASEKY,9332.09,OTC,3,Auto-Tires-Trucks,Automotive - Original Equipment,NO,809.02,11.535,0.78,202403,0.89,1.56,0.74,13094.5,385.58599,3702.54003,4855.58496,8129.26318,4319.86181,0,16574,18.7,20.28,0.25439,1.65,1.16,0.55803,NO,33,13.57,9.65,0,-0.04,5.15,15.35,0.53,0.35,20250131,20250425,202412,0.34999,,-107.32,0,,0,0,100,0,0,0,45,168,0,0,0,1,0,0,1,3,12.96,0,2.41,48.12,19.17,,,,,0,0.19,1,,,,,,0.76,,1,1,,1,,,,126.22,14.59,,,4.35,,31785.08007,,21.76,7.39,,3.7,0.62,0.28,2.77,2.17,3.1245,1.42,2.0497,9332.09179,34008.5,30076.41015,2999.53295,1106.86303,1034.151,626.60998,2521.73193,124.78071,,,2.72,5.1117,0.28,1.3,1.3,6.99289,,1.0929
Asahi Glass,ASGLY,6881.8,OTC,12,Industrial Products,Glass Products,NO,1087.17,6.33,-0.59,202412,,,0.5,6608.38183,673.62902,2997.34399,2687.64501,4677.88916,2705.18188,0,11033.20019,10.15,19.69099,0.24518,1.41,0.77,0.19739,NO,2731,7.56,5.26,2.93,-2.31,9.52,6.39,-0.57,0.08,20250207,20250513,202412,0.07999,,,,,,,,,,,,,,,,,,,,,,,1.38,46.52,6.78,,,,,,,,,,,,,,,,,,,3.92,,-227.48,-237.21,,,,-5.04,0.61,,,,,,11.98,0.62,0.5,-5.48,-4.37,2.5931,-3.15,1.89269,,13675.13,10352.44042,980.635,-215.767,-330.32999,-620.67701,574.40802,-232.85807,-227.48,-107.96586,2.54,3.7913,0.09,-4.43,-4.43,5.10449,3.41969,0.71073
Ashtead Group,ASHTY,24143.92,OTC,4,Industrial Products,Industrial Services,NO,108.51,222.5,15.37,202404,15.49,17.26,1.77,2046,3697.3999,162,1863.19995,1809.30004,7995.10009,0,7084.60009,70.59,50.60699,1.02458,1.44,1.04,0.01149,NO,37533,337.95,222.5,-3.57,-7.13,-8.11,-9,14.76,3.09,20250304,20250617,202501,3.08999,-4.31,-6.45,-10.95,250,0,0,41.67,0,0,0,10,141,0,0,0,5,58.33,7,12,1.92,14.36,0.09,1.25,0,-3.73,0,-5.47,0,-33.99,-1.97,3.47,2,3.11,2,4.38,0.2,1,15.3,,3,3,0.17487,3,18.09,7.05,-5.92,-0.45,0.8,100.65,98.73,12.32,14.53,12388.79003,2527.28002,15.07,12.89,2.04,6.19,3.15,2.26,21.81,10.48,12.369,7.34,8.4657,8047.97314,10858.7,5966.10009,4894.3999,2655.80004,2109.5,1598.40002,3927.69995,-1.19305,-5.92,-7.27862,1.14,27.36199,2.78,14.27,15.14,5.3266,35.965,0.48502
ASM International,ASMIY,22983.4,OTC,12,Computer and Technology,Semiconductor - Communications ,NO,49.09,468.17,15.53,202412,21.89,25.47,1.67,2613.62207,1230.24804,613.55798,858.96502,1298.77197,0,0,4054.79589,82.6,0,0,2.01,1.54,0.87859,NO,7937,804.23,456.59,-5.51,-11.82,-19.21,-17.74,15.5,5.01,20250225,20250422,202412,5.01,,-29.22,25.88,561,0,0,44.44,0,0,-0.11,1,49,5.55,0,0,4,55.56,5,9,1.89,21.39,8.91,0.54,3.33,-13.84,0,,,,4.69,3.98,1,,,,,,14.46,,1,1,,1,16.87,,-8.76,22,40.95,,,11.33,19.6,4154.41015,,30.2,18.38,,23.49,5.67,7.24,20.12,20.12,20.18499,14.84,16.061,22983.40234,3173.83,1570.50695,1162.48303,950.60797,939.15698,742.03302,978.622,-8.83768,-8.76,-37.45001,0.58,35.548,2.52,23.34,24.12,4.17439,2.5427,0.61501
ASML Holding,ASML,265394.63,NSDQ,12,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,YES,393.42,674.58,20.82,202412,25.37,29.55,1.54,33260.9414,5637.63281,11785.69042,4934.48388,21697.61914,3979.20605,0,19993.75,50.82,16.599,0.19902,1.53,0.99,0.76233,NO,1519376,1098.95,658.43,-8.1,-3.31,-3.69,-2.67,20.8,7.3,20250129,20250416,202412,7.3,10.75,10.69,1.67,945.89,0,0,20.83,0,0,0,1,64,0,0,0,5,79.17,19,24,1.42,26.59,0.79,0.79,3.67,2.94,0,1.6,0,0,0.97,7.18,4,6.12,3,5.55,0.04,2,20.42,0.04,6,6,0.03785,5,22.57,18.04,-3.48,-3.3,21.87,83.84,181.07,2.56,17.88,34342.08593,8078.6748,32.43,22.83,1.47,28.88,13.27,8.69,47.73,37.33,37.27999,17.71,18.11,44232.4375,30586.42,14901.49023,10778.79785,9784.78125,9784.78125,8193.22851,9188.08593,-3.429,-3.48,-7.53962,0.69,26.58699,5.34,26.78,26.78,5.39709,1.2719,0.6614
Ascendis Pharma,ASND,9387.37,NSDQ,12,Medical,Medical - Biomedical and Genetics,YES,60.69,154.68,-7.07,202412,-3.76,0.33,0.62,1147.958,4.359,319.87899,192.00799,982.39898,395.053,0,-114.38501,-1.88,,-3.45372,1.17,0.84,0.64746,NO,444801,168.84,112.93,-5.24,1.01,12.09,12.36,-7.1,-0.68,20250212,20250501,202412,-0.68001,-18.65,-26.85,43.33,206.47,0,0,6.67,0,0,0,235,21,0,0,0,1,93.33,14,15,1.13,,5.27,0,74.67,18.52,10.48,-0.56,-1.75,0,5.53,-1.2,9,-1.56,8,-1.16,-0.15,6,-7.03,-0.22,10,10,-0.32369,8,,45.78,21.5,23.48,46.85,229.6,62.96,36.61,180.1,608.46697,97.162,,463.46,,,,24.01,,-382.74,-102.143,-39.23,-46.78201,938.73742,393.54,47.89199,-276.47699,-295.64499,-403.88401,-409.125,-389.999,21.48367,21.5,27.75526,0,,0,-104.54,-104.54,3.825,0.16879,0.37529
Academy Sports and Outdoors,ASO,3086.92,NSDQ,1,Consumer Discretionary,Leisure and Recreation Products,YES,67,46.07,6.02,202501,6.14,6.78,1.25,1710.14904,1440.927,1308.83996,16.759,960.88098,482.67898,0,2004.03503,29.91,19.40999,0.24085,1.78,0.42,0.4002,NO,2185295,67.9,43.82,-2.85,-7.71,-18.52,-19.92,6.05,1.96,20250320,20250610,202501,1.88999,-6.99,-23.44,7.69,59.47,0,0,47.37,0,0,0,8,144,0,0,0,9,52.63,10,19,1.95,7.51,-5.88,1.13,9.34,-13.29,0,-10.38,-1.66,38.26,-6.13,1.82,7,1.05,9,2.18,0.34,7,5.9,0.03,8,9,0.03059,9,-4.74,11.04,-19.4,-13.51,1.92,53.57,97.22,-3.67,-1.04,6166.43603,1377.14599,7.61,6.8,0.68,5.93,1.54,0.52,21.32,17.09,24.88599,8.45,11.82199,342.99111,5933.45,3921.98999,695.742,575.09802,538.22497,418.44699,560.13098,-19.40389,-19.4,-10.94862,0.47,19.76799,0.52,7.05,7.41,386.57501,2.82299,1.20229
Grupo Aeroportuario del Sureste,ASR,8248.5,NYSE,12,Transportation,Transportation - Services,YES,30,274.95,21.73,202412,22.18,23.25,1.07,1058.42602,2786.01904,3.41,162.001,272.738,620.99902,0,2914.90307,102.09,16.55999,0.19846,4.11,,,NO,47254,356.86,255.27,-4.19,3.81,5.95,6.72,27.02,5.48,20250224,20250428,202412,5.48,,4.95,-1.08,316.05,0,0,42.86,0,0,0,7,186,0,0,0,3,57.14,4,7,1.86,12.39,0,3.89,19.37,12.33,1.65,0,0,0,0,5.54,3,5.52,1,5.38,,1,23,,4,3,0.04392,2,49.89,1.73,42.4,8.11,2.08,100.73,88.89,17.91,24.36,1774.85998,462.635,10.18,11.83,7.16,9.19,2.69,5.03,26.03,21.67,13.66199,19.11,12.048,2749.5,1718.98,579.62902,1006.55297,889.64599,826.03497,769.73797,897.27001,33.51684,42.4,40.04651,2.15,18.926,10.69,50.41,50.41,8.08899,,0.37918
AST SpaceMobile,ASTS,7614.8,NSDQ,12,Computer and Technology,Wireless Equipment,YES,316.49,24.06,-0.66,202412,-0.79,-0.36,1.62,600.24597,0,0,0,75.942,155.57299,0,669.14599,2.25,18.864,0.23249,7.9,7.9,7.904,NO,11898047,38.6,2.01,-2.55,-7.75,11.18,14.03,-0.66,-0.12,20250303,20250521,202412,-0.12,4.6,-33.33,14.29,42.32,0,0,0,0,0,0,2,180,0,0,0,0,100,6,6,1,,-19.93,0,60.26,26.32,21.43,,,,-58.09,-0.14,2,-0.16,2,-0.17,-0.05,2,-1.81,-0.21,2,3,-0.38762,2,,,-242.71,38.32,-19.33,129.17,96.88,,,64.3,4,,,,,10.7,1723.58,-24.12,-17.28,-32.961,-14.34,-16.195,2538.26586,4.42,0,-439.24701,-506.32102,-525.00202,-300.08301,-35.39501,-242.71311,-242.71,-363.72294,0,,0,-6792.3,-2319.38,,,0.00618
ASE Technology,ASX,19425.69,NYSE,12,Computer and Technology,Electronics - Semiconductors,YES,2207.47,8.8,0.45,202412,0.76,,1.21,8561.36328,2101.17797,1902.729,3527.36206,7182.23388,4345.54101,0,10753.98046,4.87,28.77899,0.40408,1.19,0.93,0.43597,NO,10485392,12.5,8.6,-10.48,-12.26,-12.18,-12.61,0.45,0.13,20250213,20250424,202412,0.12999,,8.33,-18,13.05,0,0,0,0,0,0,4,22,0,0,0,0,100,3,3,1,11.58,0,2.61,5.13,-4.8,,,,0,,0.1,1,,,,,,0.47,,1,1,,,3.91,30.89,-0.61,-2.17,68.89,,,-0.82,5.36,,,19.56,,0.37,6.76,1.81,1.05,9.86,7.19,10.123,4.59,6.4387,19425.69335,18539,15502.66992,3307.88793,1447.64196,1296.37194,1010.221,2835.5979,-12.76143,-0.61,-16.83593,3.41,40.06299,0.23,5.44,5.44,5.5721,7.7371,0.84372
Atour Lifestyle Holdings Limited Sponsored ADR,ATAT,3914.58,NSDQ,12,Consumer Discretionary,Leisure and Recreation Services,YES,137.6,28.45,1.29,202412,1.58,1.89,0.37,597.414,3.055,16.77199,39.15499,334.91299,0.282,0,290.15701,2.68,0.06784,0.00067,2.02,,,NO,1160101,32.17,15.72,-5.83,-4.08,5.29,5.8,1.3,0.33,20250325,20250522,202412,0.33,5.24,2.63,10,35.28,0,0,0,0,0,0,8,88,1.52,0,0,0,100,6,6,1.08,18.01,3.27,1.48,77.39,11.84,3.45,-4.69,-2.33,-45.19,0.53,0.3,1,0.31,2,0.42,0.07,1,1.25,,2,2,0.0358,2,,18.9,73.04,40.22,22.48,92.42,117.31,51.09,,1263.54003,258.97,21.89,15.05,0.95,16.56,10.6,3.89,48.41,48.37,,17.49,,1957.28894,992.96,398.14099,151.005,139.02999,138.32499,103.82399,179.214,629.97259,73.04,174.50296,,,0.42,17.57,18.02,23.818,29.179,0.99536
Auto Trader Group,ATDRY,8316.6,OTC,3,Retail-Wholesale,Internet - Commerce,NO,3523.98,2.36,0.09,202403,0.1,0.12,1.17,132.36199,613.039,3.26799,105.58799,79.568,34.819,0,694.24102,0.21,,,1.65,1.62,0.29542,NO,191981,2.97,2.04,-3.04,-2.88,-3.67,-3.67,,,20240530,,,,,,,,0,0,25,0,0,0.29,33,143,-10.53,37.5,3,2,37.5,3,8,3,23.6,0,0.75,34.41,0.78,,,,,0,,,,,,,,0.09,,3,2,0,2,,,,28.57,11.11,,,19.02,,776.96502,,,20.52,,24.57,11.29,,,,,,,4158.30078,717.57,0,461.319,438.316,433.91598,322.923,345.901,14.54419,,,0.78,28.054,0.02,,,,,
Advantest,ATEYY,33381.87,OTC,3,Computer and Technology,Electronics - Measuring Instruments,NO,738.05,45.23,0.58,202403,1.62,2,1.34,2899.80102,679.747,1410.28405,613.09997,871.31097,518.48699,0,2975.12792,4.44,13.23799,0.15257,2.94,1.71,1.00586,NO,205110,64.95,31.66,-18.87,-20.55,-21.18,-20.5,1.22,0.46,20250129,20250425,202412,0.46,,,,,0,0,33.33,0,0,0.67,1,13,-66.67,0,0,1,66.67,2,3,1.67,27.92,0.62,0.35,40.76,-14,,0,,,6.95,,,0.53,1,,,,0.79,,2,1,,1,,,61.57,-54.86,179.31,115.22,378.57,-18.73,9.75,4659.37988,1272.02001,37.07,22.61,,54.58,10.18,7.39,29.15,25.09,26.72599,18.39,17.527,33381.86718,3369.87,1659.29101,751.93499,571.81701,539.37298,429.80099,611.58001,-55.4592,61.57,14.10589,0.9,-2.2749,0.16,19.95,19.95,6.58029,1.20879,0.92158
Adtalem Global Education,ATGE,3804.76,NYSE,6,Consumer Discretionary,Schools,YES,37.26,102.1,5.01,202406,6.2,7.22,0.95,418.08499,1737.95605,0,126.833,487.65701,648.71197,0,1369.135,38.61,31.114,0.45167,1.06,0.86,0.59724,NO,447899,110.11,45.59,3.4,2.03,10.07,12.38,5.97,1.81,20250130,20250501,202412,1.80999,21.58,15.18,30.22,119.67,0,0,0,0,0,0,4,37,0,0,0,0,100,3,3,1,16.47,0,0,87.59,17,0.36,0,0,0,0,1.39,2,1.63,2,1.48,0,2,4.9,0,2,2,0,2,19.42,15,75.53,19,23.75,89.78,108.33,9.22,10.72,1744.43005,443.48498,17.1,14.15,1.1,12.17,2.64,2.25,16.82,11.44,8.291,8.44,6.182,1902.37817,1584.65,698.54797,341.22,227.59599,163.93699,136.77699,315.41299,46.50805,75.53,67.43535,0,,0,12.34,13.75,11.51599,,0.61387
Autohome,ATHM,3359.62,NYSE,12,Computer and Technology,Internet - Services,YES,121.11,27.74,2.31,202412,2.16,2.18,0.2,3447.43505,557.53802,0,186.162,620.58197,0,0,3187.85693,26.32,7.66459,0,5.56,,,NO,521882,34.44,22.43,-6.57,-4.15,7.64,6.9,2.34,0.55,20250220,20250514,202412,0.5,2.24,1.75,0,31.85,0,0,70,0,0,0,25,118,6.09,0,0,7,30,3,10,2.4,12.81,2.36,6.06,44.21,12.27,7.27,2.15,0.84,,2.99,0.55,2,0.47,2,0.6,0.04,2,2.28,0.07,2,4,0.08944,3,-16.64,,-14.44,-6.85,-6.28,86.36,84.82,-4.69,-5.79,979.552,218.815,11.85,12.7,,10.67,1.05,3.44,7.79,7.22,12.67199,6.09,10.298,839.90478,964.42,203.19999,331.01,281.35101,231.02299,230.313,280.85501,-19.58233,-14.44,-14.73076,2.27,12.40299,1.68,23.02,28.91,5.3445,,0.23163
ATI Inc.,ATI,7244.83,NYSE,12,Basic Materials,Steel - Speciality,YES,142.17,50.96,2.46,202412,2.89,3.72,1.14,2945,227.19999,1353,709.20001,1208.5,1714.90002,0,1955.19995,13.71,46.726,0.87709,2.44,1.32,0.73049,NO,3153941,67.71,49.1,-2.51,-10.46,-7.4,-7.41,2.47,0.79,20250204,20250429,202412,0.79,10.77,-9.09,31.67,74.44,0,0,18.18,0,0,0,1,188,0,0,0,2,81.82,9,11,1.36,17.63,-1.78,0,9.99,-1.01,3.91,-4.9,-1.89,0,2.57,0.6,3,0.58,3,0.69,0.04,3,2.28,0.02,3,4,0.02415,3,50.96,23.53,0.08,-3.91,17.48,73.73,121.34,4.51,8.13,4566.06201,1058.625,20.63,13.69,0.75,14.35,3.72,1.66,21.16,9.94,5.3982,7.1,3.6394,1811.20764,4362.1,3463.8999,745.79998,594.29998,486.1,367.79998,506.5,-10.46739,0.08,26.01271,0,,0,8.43,8.14,6.0591,2.58019,0.87242
Atlas Copco,ATLKY,80145.91,OTC,12,Industrial Products,Manufacturing - General Industrial ,NO,4875.06,16.44,0.58,202412,0.56,0.62,1.21,9035.34082,7294.32177,2744.53491,4455.37597,5242.25878,2997.68505,0,10761.70019,2.21,21.78599,0.27855,1.72,1.2,0.35012,NO,737494,19.74,15.13,-3.46,-2.49,7.38,8.66,0.58,0.15,20250128,20250423,202412,0.15,,,7.69,20.5,0,0,57.14,0,0,0,37,73,0,14.29,1,4,28.57,2,7,2.71,29.1,2.73,1.03,28.42,13.62,,0,,0,1.64,0.13,1,0.14,1,,,,0.55,,1,2,0.03754,2,13.86,6.33,6.57,7.41,-2.59,93.33,100,2.73,11.48,17092.91015,,28.34,26.52,4.6,21.97,7.45,4.79,28.31,21.81,22.173,14.71,14.248,40072.95312,16722.01,9557.15429,4441.56494,3610.5039,3575.87988,2817.37695,3648.34912,6.55043,6.57,6.20107,1.68,4.29869,0.17,16.84,16.84,3.7374,3.3601,0.87322
Atmus Filtration Technologies Inc.,ATMU,3130.85,NYSE,12,Industrial Products,Pollution Control,YES,83.36,37.56,2.5,202412,2.54,2.73,1.83,755,84.69999,266.6,254.19999,344.89999,570,0,227.39999,2.74,71.482,2.50659,2.19,1.42,0.67903,NO,1083602,44.5,27.81,-1.96,-2.69,-3.52,-4.13,2.5,0.58,20250221,20250502,202412,0.57999,12.71,17.31,9.43,45.14,0,0,14.29,0,0,0,4,63,0,0,0,1,85.71,6,7,1.43,14.79,0,0.53,58.42,0.49,0.95,-0.42,0,0,-0.12,0.53,4,0.6,4,0.66,0.03,3,2.45,0.02,4,4,0.01066,3,,4.1,8.35,8.23,1.6,103.02,99.58,2.55,,1701.31994,423.53698,15.02,13.77,3.61,13.35,13.73,1.88,112.14,27.34,69.51699,17.9,38.39799,782.71289,1669.6,1207.5,300.20001,275.39999,234.8,185.6,233.80799,8.34792,8.35,4.52174,,,0.2,11.12,12.57,6.3604,4.45489,1.424
Atmos Energy,ATO,24199.67,NYSE,9,Utilities,Utility - Gas Distribution,YES,158.73,152.46,6.83,202409,7.18,7.74,0.67,1132.31396,814.10101,169.50799,365.88198,1205.875,7860.51708,0,12157.66992,82.23,39.915,0.66431,1.56,0.8,0.49501,YES,920395,153.63,111.34,1.09,1.88,10.25,9.47,7.02,2.23,20250204,20250514,202412,2.23,3.85,2.38,1.36,154.25,0,0,41.67,0,0,0,6,115,0,0,0,5,58.33,7,12,1.88,21.24,0.02,2.28,97.23,11.96,0,-0.51,0.42,0,0.07,2.2,3,2.92,2,1.2,0.05,2,6.8,0.05,6,7,0.00513,7,8.92,7.1,17.09,11.97,5.08,130.94,102.46,-2.58,10.45,4851.34277,1885.69494,21.72,19.7,2.99,13.87,1.85,5.79,8.89,5.38,5.28579,4.31,3.91829,3457.09594,4165.19,1752.82995,2089.49804,1426.40795,1235.776,1042.89501,1706.08996,17.72657,17.09,17.72477,2.54,8.8147,3.48,25.9,25.9,8.4383,10.81499,0.16632
AptarGroup,ATR,9770.11,NYSE,12,Industrial Products,Containers - Paper and Packaging,YES,66.5,146.93,5.64,202412,5.57,6.24,0.56,1478.38305,1191.02502,461.807,658.057,1068.281,688.06597,0,2485.92407,37.36,21.67799,0.27678,1.38,0.95,0.3356,NO,373913,176.15,137.2,1.19,0.89,-4.69,-6.47,5.64,1.52,20250206,20250424,202412,1.51999,9.27,4.2,20.63,178.83,0,0,14.29,0,0,0,2,123,0,0,0,1,85.71,6,7,1.43,26.4,-0.04,1.23,24.98,-1.79,0,0,0,0,-0.1,1.26,5,1.16,5,1.4,0.01,4,5.38,0.02,5,5,0.02504,5,9.11,6.76,31.65,17.99,-1.31,76.18,91.9,2.74,5.49,3644.02001,895.59698,26.05,23.55,3.91,15.15,3.93,2.73,15.56,12.03,9.4003,8.5,6.7465,1954.02209,3582.89,2227.3811,777.44702,513.66302,469.76501,374.54098,645.36901,31.65486,31.65,19.50144,1.25,4.2343,1.8,10.45,10.65,5.08419,4.61199,0.79851
